Wavelength,ScaleFactor,Intensity,HalogenIntensity
458.91,10.5047425772,38.3923465966,3.6547632
459.45,10.5178993705,38.6876106103,3.678264
460.0,10.5552229859,39.0775465383,3.7022
460.54,10.5820999074,39.4257380905,3.7257008
461.09,10.6199633844,39.8210055207,3.7496368
461.63,10.6606388547,40.2240573026,3.7731376
462.18,10.6857312256,40.5745079336,3.7970736
462.72,10.7083448971,40.9120283801,3.8205744
463.27,10.7432545913,41.302554006,3.8445104
463.81,10.7780465653,41.6896048287,3.8680112
464.36,10.8163087505,42.0965025558,3.8919472
464.9,10.8374226618,42.4333648862,3.915448
465.45,10.9021839818,42.947889143,3.939384
465.99,10.8826451869,43.126669195,3.9628848
466.54,10.9490438475,43.6518757513,3.9868208
467.08,10.9527800687,43.9241704895,4.0103216
467.63,10.9942453623,44.353617909,4.0342576
468.17,11.0014631113,44.6412793521,4.0577584
468.72,11.0249877548,45.0006307788,4.0816944
469.26,11.0696194745,45.4429487324,4.1051952
469.81,11.0907424887,45.7951308413,4.1291312
470.36,11.1082135553,46.1331573672,4.1530672
470.9,11.1542497776,46.5864826851,4.176568
471.45,11.1748739291,46.9401026386,4.200504
471.99,11.2045305847,47.3279909714,4.2240048
472.54,11.197642551,47.5669226562,4.2479408
473.08,11.2511949419,48.0588221247,4.2714416
473.63,11.2258759464,48.2193760807,4.2953776
474.17,11.2769358071,48.7037144753,4.3188784
474.72,11.29886871,49.0688897376,4.3428144
475.26,11.3049319947,49.3725359614,4.3673448
475.81,11.3323220596,49.7880900774,4.3934588
476.35,11.3663518109,50.2290225549,4.419098
476.9,11.3603481369,50.4991558624,4.445212
477.45,11.3896886892,50.9270111681,4.471326
477.99,11.3899722572,51.2203088695,4.4969652
478.54,11.400329876,51.5645949354,4.5230792
479.08,11.4198720772,51.9457822433,4.5487184
479.63,11.4410707371,52.3409810988,4.5748324
480.17,11.4515719326,52.6826314513,4.6004716
480.72,11.4609995219,53.0252953496,4.6265856
481.26,11.4861306055,53.4360616588,4.6522248
481.81,11.482701299,53.7199670159,4.6783388
482.36,11.4964798788,54.0846469559,4.7044528
